matricula,nombre,paterno,materno,carrera,servicio
12306913,CELSO MIGUEL,COLLIGA,TRALLERO,Licenciatura en Administración,7 DE OCTUBRE DE 2011 AL 4 DE ABRIL DE 2012
C07303080,MAIXA,NOTARIO,LENZ,Licenciatura en Administración,11 DE JULIO DE 2023 AL 7 DE ENERO DE 2024
C07304853,DIEGO FABRICIO,LEGASA,ROSETE,Licenciatura en Administración,17 DE FEBRERO DE 2023 AL 16 DE AGOSTO DE 2023
15300586,MIRELA ANDREEA,ANIENTO,LOINAZ,Ingeniería Industrial,23 DE OCTUBRE DE 2009 AL 21 DE ABRIL DE 2010
C83304967,CATALINA ANDREA,SAN JULIAN,NOHALES,Ingeniería en Electrónica,31 DE MARZO DE 1994 AL 27 DE SEPTIEMBRE DE 1994
96307347,JINRONG,BARALLOBRE,BUA,Licenciatura en Contaduría,24 DE MARZO DE 1974 AL 20 DE SEPTIEMBRE DE 1974
20307355,ADRIANO,SAM,BALLON,Ingeniería en Sistemas Computacionales,14 DE JUNIO DE 1977 AL 11 DE DICIEMBRE DE 1977
05308672,DRAGOS GEORGE,ZAMALLOA,AGUIRREZABALA,Licenciatura en Administración,15 DE ABRIL DE 1982 AL 12 DE OCTUBRE DE 1982
02303179,PATRICIA LUCIA,FERRERUELA,ASTUY,Licenciatura en Administración,13 DE SEPTIEMBRE DE 2011 AL 11 DE MARZO DE 2012
00307074,ERIC PAUL,CHERKAOUI,AGUIRREBURUALDE,Ingeniería Industrial,7 DE OCTUBRE DE 1975 AL 4 DE ABRIL DE 1976
17309734,JARA MARIA,MELERO,AMEZUA,Ingeniería en Electrónica,26 DE JULIO DE 1998 AL 22 DE ENERO DE 1999
19302788,HORST GUNTER,CARABAZA,HUNTER,Licenciatura en Administración,21 DE JUNIO DE 2012 AL 18 DE DICIEMBRE DE 2012
C93305580,JOHN PETER,CAMPI,OEO,Ingeniería en Electrónica,13 DE NOVIEMBRE DE 2017 AL 12 DE MAYO DE 2018
C13307374,SARABJIT,RADFORD,TERRIZA,Ingeniería Industrial,3 DE NOVIEMBRE DE 1979 AL 1 DE MAYO DE 1980
C96309803,JUAN EMILIANO,ARTESERO,MURUGARREN,Ingeniería en Electrónica,19 DE JULIO DE 2020 AL 15 DE ENERO DE 2021
C95304415,KEES,GARRIGO,MARKINA,Ingeniería en Electrónica,23 DE ABRIL DE 2001 AL 20 DE OCTUBRE DE 2001
87307565,JESUS CONSUELO,PUCHADES,MONTANYA,Ingeniería en Electrónica,30 DE DICIEMBRE DE 1981 AL 28 DE JUNIO DE 1982
C14302540,JORGE FIDEL,HALDON,DONGIL,Licenciatura en Administración,3 DE JUNIO DE 1995 AL 30 DE NOVIEMBRE DE 1995
C18303045,MARIE CHRISTINE,MURGADO,NINE,Licenciatura en Contaduría,26 DE FEBRERO DE 1979 AL 25 DE AGOSTO DE 1979
89307634,DAVID GONZALO,TRUCO,PAGADIZABAL,Ingeniería Industrial,28 DE ENERO DE 1986 AL 27 DE JULIO DE 1986
C19302797,ERIKA PINO,SAMBADE,EIXEA,Licenciatura en Contaduría,11 DE ABRIL DE 1982 AL 8 DE OCTUBRE DE 1982
C10305615,LUIS FILIPE,LA CHICA,RANDEZ,Licenciatura en Contaduría,3 DE ENERO DE 2023 AL 2 DE JULIO DE 2023
13307866,MARIA MIREIA,OJERO,RUBIELLA,Ingeniería Industrial,20 DE ENERO DE 1990 AL 19 DE JULIO DE 1990
C95306946,MARIA NAZARET,REGATOS,PALLEROLA,Ingeniería en Sistemas Computacionales,17 DE ABRIL DE 2019 AL 14 DE OCTUBRE DE 2019
86306094,ANTONIO JOSE,TERRERO,ORODEA,Licenciatura en Contaduría,13 DE MARZO DE 1989 AL 9 DE SEPTIEMBRE DE 1989
C21306683,AINHOA PILAR,LALANA,LOGROÑO,Ingeniería en Electrónica,3 DE MAYO DE 1984 AL 30 DE OCTUBRE DE 1984
C80308451,GUISELA,RONCAL,CIRUJEDA,Ingeniería Industrial,21 DE AGOSTO DE 2021 AL 17 DE FEBRERO DE 2022
94301231,JOAQUIN ROQUE,MUÑECAS,FARRERONS,Ingeniería en Electrónica,6 DE FEBRERO DE 1978 AL 5 DE AGOSTO DE 1978
23307311,CARLES ENRIC,LLAGAS,JUNCAL,Ingeniería en Electrónica,16 DE MARZO DE 1974 AL 12 DE SEPTIEMBRE DE 1974
C06300960,DOMICIO,HERIZ,SCHAFER,Licenciatura en Administración,5 DE MAYO DE 1986 AL 1 DE NOVIEMBRE DE 1986
19303559,DIANA FILIPA,DUTRA,BUSNADIEGO,Ingeniería en Sistemas Computacionales,31 DE ENERO DE 2022 AL 30 DE JULIO DE 2022
C21301002,RAZVAN MARIAN,ESTUPIÑAN,CAMPS,Licenciatura en Contaduría,9 DE ENERO DE 1983 AL 8 DE JULIO DE 1983
C21305363,ARAMITA,BAÑOS,BERG,Ingeniería Industrial,10 DE AGOSTO DE 1985 AL 6 DE FEBRERO DE 1986
07306478,GUSTAVO GUILLERMO,MARTINEZ DE MARIGORTA,FORNS,Ingeniería en Electrónica,23 DE OCTUBRE DE 1983 AL 20 DE ABRIL DE 1984
98302581,ANA FELICIDAD,BONA,LLUSIA,Ingeniería en Electrónica,27 DE SEPTIEMBRE DE 2005 AL 26 DE MARZO DE 2006
C25306099,FADIL,ONIGA,IRURTIA,Ingeniería Industrial,28 DE AGOSTO DE 2015 AL 24 DE FEBRERO DE 2016
11302056,JANKEY,FARFAN,GOMEZ CORNEJO,Ingeniería en Electrónica,5 DE ENERO DE 2010 AL 4 DE JULIO DE 2010
C99301722,RADKA,SARES,FIGULS,Ingeniería Industrial,6 DE JUNIO DE 2020 AL 3 DE DICIEMBRE DE 2020
C22303962,JULIAN MARIANO,ARAGUZ,CHIC,Licenciatura en Contaduría,3 DE AGOSTO DE 1999 AL 30 DE ENERO DE 2000
C25308346,FRANCISCA ESPERANZA,LALIGA,CARPIO,Ingeniería en Sistemas Computacionales,20 DE FEBRERO DE 2005 AL 19 DE AGOSTO DE 2005
90304635,SAADIYA,POLA,MILLS,Ingeniería Industrial,29 DE NOVIEMBRE DE 2012 AL 28 DE MAYO DE 2013
74301011,IONUT DRAGOS,SIRBU,VIGUERA,Licenciatura en Contaduría,8 DE NOVIEMBRE DE 1976 AL 7 DE MAYO DE 1977
C93302631,KAREN CECILIA,MAYER,CASANOVA,Licenciatura en Administración,10 DE MARZO DE 1976 AL 6 DE SEPTIEMBRE DE 1976
C17304466,JOSEFA ANTONIA,HERRERA,CARRIAZO,Ingeniería Industrial,7 DE MARZO DE 1993 AL 3 DE SEPTIEMBRE DE 1993
C13306631,MIHAIL,AGRASAR,BOUAZAMA,Ingeniería Industrial,30 DE AGOSTO DE 2019 AL 26 DE FEBRERO DE 2020
C17307385,PABLO ALEXANDER,DE ALARCON,BROZ,Ingeniería Industrial,16 DE ABRIL DE 1990 AL 13 DE OCTUBRE DE 1990
09304872,KEVIN RICARDO,RONDON,GODFREY,Ingeniería Industrial,1 DE MARZO DE 2009 AL 28 DE AGOSTO DE 2009
04307840,ABEL FERNANDO,CANTERAS,TOSAS,Ingeniería en Electrónica,16 DE MAYO DE 1982 AL 12 DE NOVIEMBRE DE 1982
C84307615,DEAN,KERZAZI,MAÑO,Licenciatura en Contaduría,22 DE ENERO DE 1975 AL 21 DE JULIO DE 1975
C85302888,BENYOUNES,ARIFI,ZARALLO,Licenciatura en Administración,15 DE NOVIEMBRE DE 1974 AL 14 DE MAYO DE 1975
20300583,DULCE NOMBRE JESUS,AVELLA,LIAÑO,Ingeniería Industrial,3 DE JULIO DE 2008 AL 30 DE DICIEMBRE DE 2008
03300091,BOUREIMA,RAÑAL,GARCIA FILOSO,Licenciatura en Contaduría,11 DE MAYO DE 2021 AL 7 DE NOVIEMBRE DE 2021
C21300268,SUSAN MARGARET,INFESTAS,VIOLERO,Licenciatura en Contaduría,1 DE ENERO DE 1974 AL 30 DE JUNIO DE 1974
02303129,SADIE,TRALLERO,ASTUY,Ingeniería Industrial,7 DE JULIO DE 2025 AL 3 DE ENERO DE 2026
98307018,EFREN JESUS,SAEZ DE TEJADA,LLATA,Licenciatura en Contaduría,10 DE NOVIEMBRE DE 2013 AL 9 DE MAYO DE 2014
03307290,ODILIO,ELCANO,AZKORRA,Ingeniería Industrial,29 DE JUNIO DE 1991 AL 26 DE DICIEMBRE DE 1991
C74309129,ALBA IRIS,APODACA,LOPEZ DE PABLO,Licenciatura en Administración,4 DE ENERO DE 2012 AL 2 DE JULIO DE 2012
25302732,EVELYN TATIANA,RADUTA,XUCLA,Licenciatura en Administración,27 DE ENERO DE 1980 AL 25 DE JULIO DE 1980
C98303246,PABLO EZEQUIEL,GOMES,BAYE,Ingeniería Industrial,5 DE JULIO DE 2011 AL 1 DE ENERO DE 2012
81309168,NOEMI ISABEL,SAMBADE,AVI,Licenciatura en Contaduría,5 DE SEPTIEMBRE DE 2017 AL 4 DE MARZO DE 2018
C01301594,CORNELIA MIHAELA,ROCAMORA,IMBRODA,Licenciatura en Contaduría,6 DE ABRIL DE 1980 AL 3 DE OCTUBRE DE 1980
C00308330,BERNARDO TOMAS,MUSTE,PERLAZA,Ingeniería en Sistemas Computacionales,22 DE MARZO DE 2009 AL 18 DE SEPTIEMBRE DE 2009
88307396,WILSON MIGUEL,BORRUEL,EULOGIO,Ingeniería en Sistemas Computacionales,21 DE ABRIL DE 1997 AL 18 DE OCTUBRE DE 1997
02304764,NORMA INES,MONCASI,DINCA,Ingeniería Industrial,2 DE NOVIEMBRE DE 2015 AL 30 DE ABRIL DE 2016
C77308542,LANDING,MIRABETE,AZAROUAL,Ingeniería Industrial,25 DE FEBRERO DE 2017 AL 24 DE AGOSTO DE 2017
C79301602,CLAUDIA MARLENE,ALBESA,BANACH,Ingeniería en Sistemas Computacionales,21 DE JULIO DE 1975 AL 17 DE ENERO DE 1976
C08300117,DANIEL CALIN,VALIMAÑA,PEREÑIGUEZ,Ingeniería en Electrónica,5 DE JUNIO DE 1979 AL 2 DE DICIEMBRE DE 1979
87303136,JORGE MARIO,CANDELERA,BRAN,Licenciatura en Contaduría,12 DE MAYO DE 2002 AL 8 DE NOVIEMBRE DE 2002
C23309601,INSSAF,CAPRARU,SANTESMASES,Ingeniería Industrial,8 DE JUNIO DE 1976 AL 5 DE DICIEMBRE DE 1976
04308370,ANA KAREN,DE LA MATA,LLAMBIAS,Licenciatura en Contaduría,26 DE ENERO DE 1983 AL 25 DE JULIO DE 1983
C18305591,MARGARITA CECILIA,RIEROLA,BACHO,Ingeniería en Sistemas Computacionales,15 DE AGOSTO DE 2010 AL 11 DE FEBRERO DE 2011
C76308136,KEVIN RODRIGO,ROSSELL,EL GHAZOUANI,Ingeniería en Sistemas Computacionales,27 DE NOVIEMBRE DE 1986 AL 26 DE MAYO DE 1987
82306656,EUGENIE,BALCAZAR,TEIXEIRA,Licenciatura en Administración,9 DE FEBRERO DE 1991 AL 8 DE AGOSTO DE 1991
C10309046,JEHU,OBANOS,BAIDA,Licenciatura en Contaduría,26 DE DICIEMBRE DE 1991 AL 23 DE JUNIO DE 1992
08306660,AURANGZEB,THOMAS,YARNOZ,Licenciatura en Contaduría,21 DE DICIEMBRE DE 2012 AL 19 DE JUNIO DE 2013
03300106,PARASCA,BAGAN,TAOUSSI,Licenciatura en Contaduría,16 DE MARZO DE 2002 AL 12 DE SEPTIEMBRE DE 2002
C88301489,NIGHAT,MACHUCA,PAINCEIRAS,Licenciatura en Administración,6 DE OCTUBRE DE 1996 AL 4 DE ABRIL DE 1997
04304457,GLORIA JOSE,BERDEAL,DIARRA,Ingeniería Industrial,8 DE SEPTIEMBRE DE 1974 AL 7 DE MARZO DE 1975
C78305925,NURIA CAROLINA,ARCHIDONA,GALVAÑ,Ingeniería Industrial,2 DE MAYO DE 1998 AL 29 DE OCTUBRE DE 1998
97308025,JONE,ANDRANGO,FONTIVEROS,Ingeniería en Sistemas Computacionales,30 DE NOVIEMBRE DE 2015 AL 28 DE MAYO DE 2016
C81301951,ROBINSON ANDRES,SOZA,HORTELANO,Licenciatura en Administración,23 DE FEBRERO DE 1981 AL 22 DE AGOSTO DE 1981
C89307102,SANDRA LILIANA,MADRAMANY,ESCRIVA,Ingeniería en Electrónica,1 DE SEPTIEMBRE DE 2024 AL 28 DE FEBRERO DE 2025
20304706,FEDERICO EMILIO,MEYA,AYESA,Ingeniería en Sistemas Computacionales,16 DE OCTUBRE DE 2001 AL 14 DE ABRIL DE 2002
18300303,ALEXANDRU AUREL,NIÑO,TEY,Licenciatura en Contaduría,18 DE MAYO DE 1984 AL 14 DE NOVIEMBRE DE 1984
C24309223,LATIF,LAFORGA,ALPAÑEZ,Ingeniería en Sistemas Computacionales,19 DE SEPTIEMBRE DE 1977 AL 18 DE MARZO DE 1978
10308780,ANA MELISSA,AGUI,HERMS,Ingeniería en Electrónica,10 DE FEBRERO DE 1976 AL 8 DE AGOSTO DE 1976
08309562,MERCEDES INMACULADA,LONG,CATALANO,Licenciatura en Administración,25 DE OCTUBRE DE 2020 AL 23 DE ABRIL DE 2021
C06300491,EMILY ELIZABETH,GRASSO,BERCIAL,Licenciatura en Contaduría,7 DE MAYO DE 1987 AL 3 DE NOVIEMBRE DE 1987
C85309553,DIEGO VALENTIN,ADANEZ,BOZGA,Licenciatura en Administración,17 DE SEPTIEMBRE DE 1981 AL 16 DE MARZO DE 1982
05302933,FLORENTINO,FELLAH,DE PALMA,Licenciatura en Contaduría,30 DE AGOSTO DE 2007 AL 26 DE FEBRERO DE 2008
C90303627,MARIA YOHANA,BENZAQUEN,EL ABDELLAOUI,Ingeniería en Sistemas Computacionales,23 DE ENERO DE 2002 AL 22 DE JULIO DE 2002
13306533,MARIA BEGOÑA,DOLHA,MINAYA,Ingeniería Industrial,27 DE ABRIL DE 1998 AL 24 DE OCTUBRE DE 1998
96300506,RUTH ANNE,FERRAN,MAGUNACELAYA,Licenciatura en Administración,22 DE FEBRERO DE 1977 AL 21 DE AGOSTO DE 1977
C79304448,MONICA VIRGINIA,VALDIVIA,BARRENENGOA,Ingeniería en Electrónica,14 DE OCTUBRE DE 2002 AL 12 DE ABRIL DE 2003
84309260,ANDREEA MARIA,GANDARA,RAMADAN,Ingeniería Industrial,4 DE JUNIO DE 2023 AL 1 DE DICIEMBRE DE 2023
20308777,SABINE,RAYMOND,URIZARBARRENA,Ingeniería en Sistemas Computacionales,22 DE SEPTIEMBRE DE 2022 AL 21 DE MARZO DE 2023
01304266,VALENTIN LUIS,HONRADO,TOFIÑO,Ingeniería Industrial,20 DE ABRIL DE 2013 AL 17 DE OCTUBRE DE 2013
C23308956,IKER GABRIEL,RANA,AMENGUAL,Ingeniería Industrial,20 DE MAYO DE 2004 AL 16 DE NOVIEMBRE DE 2004
C85308485,BENJAMIN DAVID,GORGAN,ALFAYATE,Ingeniería en Electrónica,22 DE FEBRERO DE 1976 AL 20 DE AGOSTO DE 1976
C86306397,CHRISTINE MAY,ALVAREZ DE SOTOMAYOR,FAJARDO,Licenciatura en Administración,26 DE NOVIEMBRE DE 1975 AL 24 DE MAYO DE 1976
79307878,SORAYA ROCIO,FERNANDEZ DE GOROSTIZA,SISA,Licenciatura en Administración,13 DE ABRIL DE 1991 AL 10 DE OCTUBRE DE 1991
13309795,ROSA EMPERATRIZ,BONNET,AZKORRA,Licenciatura en Contaduría,29 DE DICIEMBRE DE 2002 AL 27 DE JUNIO DE 2003
95300652,ESTHER BELEN,LARIO,CORUÑA,Ingeniería Industrial,31 DE ENERO DE 1989 AL 30 DE JULIO DE 1989
80301443,EMILIA NIEVES,FUENTESAL,MASOOD,Ingeniería en Electrónica,31 DE ENERO DE 2019 AL 30 DE JULIO DE 2019
C92308825,NAYA,NEGRUT,PARADELA,Licenciatura en Contaduría,26 DE ABRIL DE 2014 AL 23 DE OCTUBRE DE 2014
98303959,MARIA ZENEIDA,OUTEIRAL,SEGARRA,Ingeniería en Electrónica,9 DE MAYO DE 1979 AL 5 DE NOVIEMBRE DE 1979
C11307938,MARIA ISABELLE,BOURAGBA,FURRIOL,Ingeniería en Sistemas Computacionales,8 DE JUNIO DE 1974 AL 5 DE DICIEMBRE DE 1974
C15307442,ELENA VICTORIA,LUCENA,BAYONAS,Ingeniería en Sistemas Computacionales,7 DE AGOSTO DE 2003 AL 3 DE FEBRERO DE 2004
C18300352,ONINTZE,BADAS,GARCIA ESCUDERO,Ingeniería en Electrónica,19 DE DICIEMBRE DE 2019 AL 16 DE JUNIO DE 2020
95301568,ASTERIA,SANJORGE,BOILS,Licenciatura en Contaduría,30 DE JUNIO DE 2010 AL 27 DE DICIEMBRE DE 2010
85301688,CAROL MARGARET,ANIENTO,RIANI,Ingeniería en Sistemas Computacionales,3 DE ABRIL DE 1990 AL 30 DE SEPTIEMBRE DE 1990
C91301777,ARMANDA,PLAZUELO,MENCHEN,Ingeniería Industrial,29 DE JUNIO DE 1991 AL 26 DE DICIEMBRE DE 1991
10307592,ADELA TERESA,NECULAI,VOZMEDIANO,Licenciatura en Administración,4 DE ENERO DE 1996 AL 2 DE JULIO DE 1996
C04300354,ROGER ANDRES,ANDRE,STEFANOV,Licenciatura en Administración,8 DE JUNIO DE 2014 AL 5 DE DICIEMBRE DE 2014
C78306551,ALEXIS,BOLBOS,CORTADO,Licenciatura en Contaduría,2 DE MAYO DE 1981 AL 29 DE OCTUBRE DE 1981
C96305428,MARIA AYELEN,CRISTACHE,SANTIVAÑEZ,Ingeniería en Electrónica,22 DE OCTUBRE DE 1988 AL 20 DE ABRIL DE 1989
95305893,JARE,HERVERA,CAMPDELACREU,Licenciatura en Contaduría,3 DE JULIO DE 2000 AL 30 DE DICIEMBRE DE 2000
C12304209,LUZ AIDA,NATERA,COMECHE,Licenciatura en Administración,16 DE ENERO DE 1975 AL 15 DE JULIO DE 1975
C12302799,TERESA FERNANDA,AGRASO,CIDRE,Ingeniería Industrial,11 DE MAYO DE 2017 AL 7 DE NOVIEMBRE DE 2017
14306603,FREDERIC JEAN,CUMPLIDO,BACHS,Licenciatura en Contaduría,4 DE ENERO DE 1974 AL 3 DE JULIO DE 1974
C09307228,CHIE,PIFARRE,SPASOV,Ingeniería en Sistemas Computacionales,18 DE ABRIL DE 2006 AL 15 DE OCTUBRE DE 2006
14303648,RUI JORGE,BOBOCEA,TODEA,Ingeniería en Sistemas Computacionales,14 DE OCTUBRE DE 2020 AL 12 DE ABRIL DE 2021
87302033,FRANCISCO PATRICIO,CALDELAS,SALAMERO,Licenciatura en Administración,30 DE AGOSTO DE 1995 AL 26 DE FEBRERO DE 1996
C12308478,JULIAN ADOLFO,RUJA,ZELAYA,Ingeniería en Electrónica,2 DE AGOSTO DE 2022 AL 29 DE ENERO DE 2023
C21302294,DIEGO SALVADOR,TEMPLADO,VALDAYO,Ingeniería en Electrónica,14 DE DICIEMBRE DE 2020 AL 12 DE JUNIO DE 2021
07306767,LUISA PILAR,BELOSO,VALLESPIN,Licenciatura en Contaduría,4 DE AGOSTO DE 1993 AL 31 DE ENERO DE 1994
05301766,MARLON ALBERTO,MORATON,ANSALDO,Ingeniería Industrial,4 DE MAYO DE 2015 AL 31 DE OCTUBRE DE 2015
C74302613,LUIS MANUEL,VILATA,SAYAH,Licenciatura en Administración,14 DE JUNIO DE 1977 AL 11 DE DICIEMBRE DE 1977
C13300375,HORST WILHELM,GREAVES,TAVERNER,Licenciatura en Contaduría,3 DE SEPTIEMBRE DE 1976 AL 2 DE MARZO DE 1977
C87302948,LAKHDAR,AWAN,HERNANDO,Ingeniería en Sistemas Computacionales,11 DE SEPTIEMBRE DE 2018 AL 10 DE MARZO DE 2019
00306666,HUI,VILARCHAO,SEGRELLES,Licenciatura en Contaduría,22 DE ENERO DE 2005 AL 21 DE JULIO DE 2005
C10307778,MIRIAM MARGARITA,BRAUN,OROVAL,Ingeniería en Electrónica,28 DE NOVIEMBRE DE 1981 AL 27 DE MAYO DE 1982
C80304933,YIPING,PARERAS,IBAÑEZ DE GARAYO,Licenciatura en Contaduría,14 DE OCTUBRE DE 1980 AL 12 DE ABRIL DE 1981
12302175,MARIA DEMELZA,CHIREA,BRAU,Ingeniería en Electrónica,22 DE DICIEMBRE DE 2024 AL 20 DE JUNIO DE 2025
C20301021,MARGARITA PINO,REJANO,MOONEY,Ingeniería en Electrónica,8 DE ENERO DE 2003 AL 7 DE JULIO DE 2003
97308028,SUNIL KUMAR,URBISTONDO,PASSOS,Licenciatura en Contaduría,16 DE SEPTIEMBRE DE 1988 AL 15 DE MARZO DE 1989
C00308449,INAKI,LASRI,GUI,Ingeniería en Electrónica,12 DE SEPTIEMBRE DE 1985 AL 11 DE MARZO DE 1986
00300366,EMEL,BENETO,ARDAYA,Ingeniería en Electrónica,2 DE SEPTIEMBRE DE 1975 AL 29 DE FEBRERO DE 1976
C79309500,NESTOR ADRIAN,EUGENIO,WALIÑO,Ingeniería en Sistemas Computacionales,11 DE MAYO DE 1980 AL 7 DE NOVIEMBRE DE 1980
C23308688,REY,CARNER,YERPES,Licenciatura en Contaduría,25 DE MAYO DE 2004 AL 21 DE NOVIEMBRE DE 2004
07304075,MARTIN LORENZO,ALMUNIA,DE JAIME,Ingeniería Industrial,2 DE OCTUBRE DE 1983 AL 30 DE MARZO DE 1984
C82308905,CLEMENS,CARRON,CAMPUZANO,Ingeniería Industrial,24 DE AGOSTO DE 2004 AL 20 DE FEBRERO DE 2005
11302818,LETICIA,AMARGOS,BOLAÑOS,Ingeniería en Electrónica,5 DE MAYO DE 2003 AL 1 DE NOVIEMBRE DE 2003
C00301928,MARGARITA ASUNCION,SADIQ,MARCELLAN,Ingeniería en Sistemas Computacionales,26 DE ABRIL DE 2008 AL 23 DE OCTUBRE DE 2008
96301885,ROGELIO ANGEL,LEI,MOMPLET,Ingeniería en Sistemas Computacionales,23 DE AGOSTO DE 1976 AL 19 DE FEBRERO DE 1977
C90309212,JESUS HERNAN,ATIF,MEIRAS,Ingeniería Industrial,14 DE FEBRERO DE 2003 AL 13 DE AGOSTO DE 2003
C81304469,RONGGUANG,GARITAGOITIA,DE LA PUERTA,Licenciatura en Contaduría,26 DE FEBRERO DE 1995 AL 25 DE AGOSTO DE 1995
C91303616,CARLOS LEANDRO,PUELLO,PENELA,Licenciatura en Administración,25 DE MARZO DE 2001 AL 21 DE SEPTIEMBRE DE 2001
13306447,HECTOR HERNANDO,WHITE,CHEN,Ingeniería Industrial,15 DE OCTUBRE DE 2012 AL 13 DE ABRIL DE 2013
C21309693,GLORIA ESTRELLA,BATALLA,DEL VALLE,Licenciatura en Contaduría,4 DE MAYO DE 1986 AL 31 DE OCTUBRE DE 1986
C79304240,ELVIRA MANUELA,MONAR,HORGA,Ingeniería en Sistemas Computacionales,16 DE JULIO DE 2023 AL 12 DE ENERO DE 2024
08307536,DANIEL ALEXIS,SHARPE,ESCORCIA,Licenciatura en Administración,21 DE MARZO DE 1988 AL 17 DE SEPTIEMBRE DE 1988
C02304614,ANGELA PIEDAD,PEDROVIEJO,GLERA,Licenciatura en Contaduría,3 DE DICIEMBRE DE 1991 AL 31 DE MAYO DE 1992
C80308521,NIEVES,SARMIENTO,VOINESCU,Ingeniería en Electrónica,17 DE ABRIL DE 1986 AL 14 DE OCTUBRE DE 1986
04309936,CRISTHIAN ALEJANDRO,CLAVERIAS,CARBALLAS,Ingeniería Industrial,9 DE ABRIL DE 1992 AL 6 DE OCTUBRE DE 1992
C24306044,ROSA MERY,RETEGAN,SHAHZADI,Ingeniería en Electrónica,31 DE MAYO DE 1980 AL 27 DE NOVIEMBRE DE 1980
92307665,INES MILAGROS,FUENTEFRIA,VALBUENA,Ingeniería Industrial,13 DE NOVIEMBRE DE 1996 AL 12 DE MAYO DE 1997
C20305700,MAHNOOR,VILLAMANDOS,BLAGOEVA,Ingeniería en Sistemas Computacionales,22 DE AGOSTO DE 1978 AL 18 DE FEBRERO DE 1979
98308448,JINYUN,GOYES,GRUIA,Ingeniería Industrial,2 DE DICIEMBRE DE 1982 AL 31 DE MAYO DE 1983
10300092,MOISES VICENTE,YUS,MURRIA,Licenciatura en Contaduría,22 DE MAYO DE 1988 AL 18 DE NOVIEMBRE DE 1988
C84305191,FRANCISCO ALEXANDER,ORTEGON,ALGARRADA,Ingeniería en Sistemas Computacionales,11 DE FEBRERO DE 1984 AL 9 DE AGOSTO DE 1984
92306394,RICARDO ARIEL,BUJIA,BOUAICHA,Licenciatura en Administración,4 DE DICIEMBRE DE 1999 AL 1 DE JUNIO DE 2000
89307713,WEIPING,BOTEZATU,INGRAM,Licenciatura en Contaduría,20 DE AGOSTO DE 2018 AL 16 DE FEBRERO DE 2019
C84300746,ASCENSION PILAR,OZAETA,ORRUÑO,Ingeniería Industrial,1 DE AGOSTO DE 2019 AL 28 DE ENERO DE 2020
85300540,ALEJANDRO GABRIEL,UTRERO,BALMACEDA,Licenciatura en Contaduría,1 DE JUNIO DE 2017 AL 28 DE NOVIEMBRE DE 2017
75306278,LUCIANO ALEJANDRO,CUMBREÑO,CHOZA,Licenciatura en Administración,30 DE OCTUBRE DE 2007 AL 27 DE ABRIL DE 2008
C93305480,EDUARDO BENITO,SUMAREH,BAQUE,Ingeniería Industrial,22 DE MARZO DE 2021 AL 18 DE SEPTIEMBRE DE 2021
C19304322,ELIER,VIÑES,BABIANO,Licenciatura en Administración,28 DE AGOSTO DE 1981 AL 24 DE FEBRERO DE 1982
85302021,NICOLAE GABRIEL,JESUS,CHISVERT,Licenciatura en Administración,23 DE NOVIEMBRE DE 2005 AL 22 DE MAYO DE 2006
C23308218,MIHALACHE,GRAULLERA,SAMSON,Licenciatura en Contaduría,22 DE OCTUBRE DE 1991 AL 19 DE ABRIL DE 1992
02303859,PENKA IVANOVA,SOLIVA,GUADALAJARA,Licenciatura en Contaduría,14 DE MAYO DE 1992 AL 10 DE NOVIEMBRE DE 1992
19301422,MILAGROSA MARIA,COCERA,COBANO,Licenciatura en Contaduría,3 DE OCTUBRE DE 1995 AL 31 DE MARZO DE 1996
17300170,DAILA,CELEDONIO,JULI,Licenciatura en Administración,17 DE MARZO DE 2017 AL 13 DE SEPTIEMBRE DE 2017
91308967,ARIADNE,FAMOSO,ORTUÑEZ,Ingeniería en Electrónica,28 DE ABRIL DE 1991 AL 25 DE OCTUBRE DE 1991
97300522,COLIN JAMES,DO CARMO,ESPINOSA,Ingeniería en Electrónica,8 DE MARZO DE 2014 AL 4 DE SEPTIEMBRE DE 2014
94303149,EVGENIYA,OLMO,NESTARES,Licenciatura en Contaduría,28 DE AGOSTO DE 1988 AL 24 DE FEBRERO DE 1989
10305842,HIGINI,MATO,CARIÑO,Licenciatura en Contaduría,4 DE ENERO DE 1977 AL 3 DE JULIO DE 1977
C88309141,PABLO RODOLFO,LAMRABET,GARCIA CALVO,Licenciatura en Contaduría,9 DE ABRIL DE 2001 AL 6 DE OCTUBRE DE 2001
89303759,RANSES,GUBERT,FLETES,Licenciatura en Administración,30 DE DICIEMBRE DE 1994 AL 28 DE JUNIO DE 1995
C12302581,LARISA,AGILDA,CORGO,Ingeniería en Sistemas Computacionales,31 DE AGOSTO DE 1988 AL 27 DE FEBRERO DE 1989
93303447,EBRAHIMA,LIESA,CABRELLES,Ingeniería en Electrónica,29 DE JUNIO DE 2020 AL 26 DE DICIEMBRE DE 2020
92304339,MARCELA FERNANDA,PALAZON,WHELAN,Ingeniería en Electrónica,4 DE OCTUBRE DE 1986 AL 2 DE ABRIL DE 1987
C87307610,HAI,URRESTILLA,REZMIVES,Ingeniería en Sistemas Computacionales,29 DE AGOSTO DE 2017 AL 25 DE FEBRERO DE 2018
C19301155,FLORIS,LUELMO,LERGA,Ingeniería en Electrónica,11 DE OCTUBRE DE 2001 AL 9 DE ABRIL DE 2002
